what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1288616723827
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616749496
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616750782
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288616752204
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1288616756063
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616758480
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616759180
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616759656
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616760780
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1288616766059
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616767256
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616769618
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616770852
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616772820
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616774528
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616776354
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616777599
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616779347
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616782840
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616786610
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1288616795966
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616796645
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616799249
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616801248
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616802455
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616805744
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616807147
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616808490
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616873148
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1288616876784
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616877896
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616880093
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1288616882176
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616884368
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616888128
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1288616896722
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616898792
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616903876
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1288616904888
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1288616908317
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1288616909725
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616910665
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616915331
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616919008
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616920772
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616925984
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616936166
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1288616947899
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1288616950126
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1288616952312
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1288616956909
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616963568
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616966874
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1288616968638
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616973324
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616974098
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1288616981917
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1288616982703
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1288616984912
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1288616986395
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1288616995445
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1288616996920
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616997783
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288616999922
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1288617041224
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1288617042497
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1288617042809
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1288617043081
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1288617043423
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288617061618
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288617061713
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1288617079455
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288617084490
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288617084598
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1288617088832
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1288617091694
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1288617092049
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1288617092857
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1288617093635
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1288617096346
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1288617099042
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.redo",1288617100663
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288617105704
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288617106534
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288617107447
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288617108629
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288617109310
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1288617111327
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1288617111651
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1288617111978
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1288617111979
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1288617111979
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1288617111982
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1288617111982
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1288617111983
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1288617111983
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1288617111984
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1288617111984
stopped,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1288617111993
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1288617111994
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.303.v201004290328,"org.eclipse.wst.xsd.ui",1288617111997
stopped,bundle,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui",1288617111998
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1288617111999
stopped,bundle,org.eclipse.wst.sse.ui,1.2.2.v201008232126,"org.eclipse.wst.sse.ui",1288617112002
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1288617112007
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1288617112007
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1288617112008
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1288617112008
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1288617112008
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1288617112009
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1288617112010
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1288617112010
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1288617112011
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.help.ui",1288617112011
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1288617112012
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1288617112012
stopped,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1288617112012
stopped,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1288617112012
stopped,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1288617112012
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1288617112013
stopped,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1288617112013
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.3.0.v20100608-0100-e3x,"org.eclipse.mylyn.wikitext.ui",1288617112014
stopped,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1288617112014
stopped,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1288617112014
stopped,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1288617112014
stopped,bundle,org.eclipse.wst.common.snippets,1.2.1.v201008251905,"org.eclipse.wst.common.snippets",1288617112015
stopped,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1288617112015
stopped,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1288617112015
stopped,bundle,org.eclipse.emf.edit.ui,2.6.0.v20100914-1218,"org.eclipse.emf.edit.ui",1288617112016
stopped,bundle,org.eclipse.gef,3.6.1.v20100712-1224,"org.eclipse.gef",1288617112017
activated,perspective,org.eclipse.debug.ui,,"org.eclipse.debug.ui.DebugPerspective",1288870001047
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1288870001048
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1288870001049
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1288870001092
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1288870001094
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1288870001187
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1288870001248
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1288870001255
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1288870001262
